Mã Giao Dịch,Tên Khách Hàng,Số Điện Thoại,Kênh Bán,Doanh Thu,Ngày Tạo
TRX-2026-00612,Phan Thị Nam,988076697,Shopee,3415000,06/08/2026
TRX-2026-00613,Trần Minh Em,0963313929,Cửa Hàng Trực Tiếp,1602000,04/08/2026
TRX-2026-00614,Lê Đức Linh,0936958948,Website,4136000,09/08/2026
TRX-2026-00615,LÊ QUANG CƯỜNG,0976737368,Tiki,6865000,06/08/2026
TRX-2026-00616,   huỳnh xuân linh  ,0986.411.383,Shopee,2635000,04/08/2026
TRX-2026-00617,Dương Xuân Tâm,0964454917,Shopee,6002000,10/08/2026
TRX-2026-00618,Trần Thành Phúc,936307274,Website,6470000,10/08/2026
TRX-2026-00619,Bùi Đức Linh,0979368621,Shopee,5808000,01/08/2026
TRX-2026-00620,VÕ ANH QUÂN,0960059048,TikTok Shop,1410000,01/08/2026
TRX-2026-00621,Võ Thanh Vinh,0943 852 522,Facebook Ads,3053000,08/08/2026
TRX-2026-00622,Bùi Hoài Vinh,0915801623,Cửa Hàng Trực Tiếp,2716000,07/08/2026
TRX-2026-00623,   vũ xuân em  ,0944627229,TikTok Shop,6787000,01/08/2026
TRX-2026-00624,Phạm Đức Cường,977404952,Cửa Hàng Trực Tiếp,4345000,05/08/2026
TRX-2026-00357,HOÀNG QUANG NAM,0938708395,Tiki,5385000,03/08/2026
TRX-2026-00626,Vũ Anh Linh,0966186109,TikTok Shop,3201000,07/08/2026
TRX-2026-00627,Đặng Hồng Trang,0947855641,Lazada,3633000,08/08/2026
TRX-2026-00628,Bùi Hồng Trang,0927883956,Tiki,5893000,09/08/2026
TRX-2026-00629,Hoàng Văn Cường,0944656218,Tiki,5424000,08/08/2026
TRX-2026-00630,   đỗ ngọc sơn  ,954640898,Lazada,-500000,10/08/2026
TRX-2026-00631,Dương Hoài Sơn,0946928759,TikTok Shop,3952000,01/08/2026
TRX-2026-00632,Trần Ngọc Linh,0976.452.137,Shopee,1957000,01/08/2026
TRX-2026-00633,Phan Hồng Uyên,0938839891,Facebook Ads,5087000,07/08/2026
TRX-2026-00634,Võ Văn Quân,0954249047,Website,2246000,03/08/2026
TRX-2026-00635,TRẦN ĐỨC QUÂN,0947461765,Website,7361000,08/08/2026
TRX-2026-00636,Ngô Hoài Trang,983751309,Facebook Ads,7582000,05/08/2026
TRX-2026-00637,   hồ thanh tâm  ,0982003267,Shopee,3884000,08/08/2026
TRX-2026-00638,Đặng Đức Vinh,0978915728,Website,3146000,06/08/2026
TRX-2026-00639,Huỳnh Xuân Khánh,0998 088 135,Facebook Ads,6533000,01/08/2026
,PHẠM HOÀI TRANG,0988.543.600,Shopee,1078000,10/08/2026
TRX-2026-00641,Phạm Thành Bình,0925678388,Facebook Ads,2673000,06/08/2026
TRX-2026-00642,Đỗ Thị Linh,936948961,Lazada,984000,03/08/2026
TRX-2026-00643,Võ Ngọc Giang,0987165662,Shopee,5787000,10/08/2026
TRX-2026-00644,   đặng đức giang  ,0927660129,Website,5576000,10/08/2026
TRX-2026-00645,LÊ QUANG UYÊN,0946525126,TikTok Shop,3808000,08/08/2026
TRX-2026-00646,Bùi Văn Hải,0920653623,Tiki,3810000,07/08/2026
TRX-2026-00647,Nguyễn Anh Quân,0994799330,Website,2511000,02/08/2026
TRX-2026-00648,Huỳnh Đức Cường,943802100,Shopee,6940000,05/08/2026
TRX-2026-00649,Huỳnh Anh Hải,0916782154,Tiki,5968000,02/08/2026
TRX-2026-00417,BÙI THÀNH QUÂN,0910924824,Facebook Ads,0,08/08/2026
TRX-2026-00651,   đặng anh sơn  ,0979499196,Website,5066000,08/08/2026
TRX-2026-00652,Ngô Minh Em,0978134627,Tiki,7034000,06/08/2026
TRX-2026-00653,Đỗ Đức Em,0927801464,Shopee,8490000,06/08/2026
TRX-2026-00654,Lê Thị Tâm,960049340,Lazada,1635000,06/08/2026
TRX-2026-00655,DƯƠNG QUANG DŨNG,0946148583,Facebook Ads,7444000,04/08/2026
TRX-2026-00656,Đặng Anh An,0936.639.118,TikTok Shop,5358000,08/08/2026
TRX-2026-00657,Trần Ngọc An,0959 746 811,TikTok Shop,3024000,02/08/2026
TRX-2026-00658,   huỳnh thanh hải  ,0959240845,Cửa Hàng Trực Tiếp,7905000,06/08/2026
TRX-2026-00659,Hồ Văn Trang,0958178715,Tiki,287000,01/08/2026
TRX-2026-00660,ĐỖ VĂN TÂM,943747476,Tiki,8300000,06/08/2026
TRX-2026-00661,Trần Xuân Linh,0935628771,Lazada,2565000,01/08/2026
TRX-2026-00662,Phạm Xuân Linh,0953804761,Lazada,3757000,04/08/2026
TRX-2026-00663,Bùi Thanh Em,0935912357,Tiki,1605000,06/08/2026
TRX-2026-00664,Phan Ngọc Khánh,0921.227.544,TikTok Shop,2510000,05/08/2026
TRX-2026-00665,   đặng hồng nam  ,0984161648,Facebook Ads,5540000,04/08/2026
TRX-2026-00666,Lê Quang Uyên,915096966,Website,5677000,04/08/2026
TRX-2026-00667,Nguyễn Thị Dũng,0953976463,TikTok Shop,4819000,05/08/2026
TRX-2026-00668,Phạm Văn Bình,0951738512,Lazada,2335000,04/08/2026
TRX-2026-00669,Phan Thị Phúc,0988227570,Shopee,3709000,10/08/2026
TRX-2026-00670,BÙI HỒNG LINH,0921258467,Cửa Hàng Trực Tiếp,1529000,01/08/2026
TRX-2026-00671,Đặng Thành Hải,0931848974,Cửa Hàng Trực Tiếp,7461000,04/08/2026
TRX-2026-00672,   dương hoài hương  ,999272548,Cửa Hàng Trực Tiếp,5876000,03/08/2026
TRX-2026-00673,Hoàng Hoài Bình,0983051879,Shopee,7137000,01/08/2026
TRX-2026-00674,Phạm Minh Hải,0910431048,Website,6463000,05/08/2026
TRX-2026-00464,NGÔ THÀNH PHÚC,0935 655 522,Lazada,2145000,03/08/2026
TRX-2026-00676,Vũ Anh Trang,0978246885,Lazada,3845000,07/08/2026
TRX-2026-00677,Đỗ Hoài Quân,0918480560,TikTok Shop,2680000,08/08/2026
TRX-2026-00678,Trần Quang Hương,999408517,Shopee,7679000,01/08/2026
TRX-2026-00679,   bùi quang hải  ,0932276856,Shopee,7297000,07/08/2026
,HỒ THỊ GIANG,0981.821.026,Facebook Ads,1704000,07/08/2026
TRX-2026-00681,Võ Ngọc Trang,0967607313,TikTok Shop,8049000,01/08/2026
TRX-2026-00682,Đặng Hoài Quân,0985025112,Shopee,6686000,08/08/2026
TRX-2026-00683,Ngô Đức Trang,0956851025,Tiki,3146000,08/08/2026
TRX-2026-00684,Võ Đức Nam,937661446,Facebook Ads,4859000,10/08/2026
TRX-2026-00685,LÊ NGỌC UYÊN,0941790662,Facebook Ads,6009000,04/08/2026
TRX-2026-00686,   đặng ngọc linh  ,0951017796,Cửa Hàng Trực Tiếp,6172000,06/08/2026
TRX-2026-00687,Võ Văn Bình,0934255850,Tiki,467000,05/08/2026
TRX-2026-00688,Đỗ Văn Hương,0980.599.457,Shopee,1814000,01/08/2026
TRX-2026-00689,Hoàng Minh Tâm,0972198913,Lazada,8061000,01/08/2026
TRX-2026-00690,VÕ HỒNG KHÁNH,957430000,Cửa Hàng Trực Tiếp,4565000,07/08/2026
TRX-2026-00691,Hoàng Xuân Phúc,0961441213,TikTok Shop,6435000,06/08/2026
TRX-2026-00692,Hoàng Thành Giang,0960294832,Facebook Ads,7830000,08/08/2026
TRX-2026-00693,   huỳnh hoài sơn  ,0981 774 504,Facebook Ads,5959000,02/08/2026
TRX-2026-00694,Phan Văn Linh,0975358586,TikTok Shop,3589000,09/08/2026
TRX-2026-00695,HOÀNG ANH CƯỜNG,0949999978,Facebook Ads,3038000,05/08/2026
TRX-2026-00696,Phan Thanh Giang,964653752,TikTok Shop,1359000,10/08/2026
TRX-2026-00697,Dương Hồng Bình,0993395590,TikTok Shop,754000,06/08/2026
TRX-2026-00698,Hồ Anh Phúc,0950857599,Shopee,5611000,05/08/2026
TRX-2026-00699,Huỳnh Xuân Hương,0981024532,Website,304000,03/08/2026
TRX-2026-00416,   đỗ thành sơn  ,0963234558,Cửa Hàng Trực Tiếp,0,09/08/2026
TRX-2026-00701,Võ Ngọc Tâm,0983754327,Shopee,5095000,05/08/2026
TRX-2026-00702,Ngô Hồng Vinh,989248545,Cửa Hàng Trực Tiếp,2232000,03/08/2026
TRX-2026-00703,Hồ Đức Dũng,0987495363,TikTok Shop,1869000,03/08/2026
TRX-2026-00704,Phạm Hoài Giang,0977.461.559,Website,3578000,05/08/2026
TRX-2026-00705,TRẦN ANH GIANG,0948161404,Website,4727000,10/08/2026
TRX-2026-00706,Ngô Minh Em,0991117886,Facebook Ads,8472000,02/08/2026
TRX-2026-00707,   đặng minh em  ,0941527648,Shopee,7758000,01/08/2026
TRX-2026-00708,Lê Hoài Khánh,955753357,TikTok Shop,1537000,02/08/2026
TRX-2026-00709,Võ Xuân Tâm,0930783051,Website,2327000,05/08/2026
TRX-2026-00710,HUỲNH THỊ GIANG,0954992142,Shopee,885000,03/08/2026
TRX-2026-00711,Dương Đức Tâm,0983 488 558,Shopee,2714000,02/08/2026
TRX-2026-00712,Lê Thanh Giang,0939.541.031,Cửa Hàng Trực Tiếp,989000,07/08/2026
TRX-2026-00713,Phan Thành Tâm,0969764623,Shopee,6180000,08/08/2026
TRX-2026-00714,   huỳnh hồng hương  ,977231973,TikTok Shop,1381000,07/08/2026
TRX-2026-00715,ĐẶNG HỒNG CƯỜNG,0989339505,Shopee,3451000,08/08/2026
TRX-2026-00716,Đỗ Hoài Khánh,0927323897,Shopee,2591000,02/08/2026
TRX-2026-00717,Huỳnh Xuân Cường,0964424579,Lazada,6695000,08/08/2026
TRX-2026-00718,Đặng Văn Vinh,0936890642,Lazada,5086000,03/08/2026
TRX-2026-00719,Phan Anh Vinh,0955863977,TikTok Shop,5392000,09/08/2026
,DƯƠNG THANH HƯƠNG,969975578,Cửa Hàng Trực Tiếp,2469000,03/08/2026
TRX-2026-00721,   trần xuân phúc  ,0945855760,Cửa Hàng Trực Tiếp,7176000,10/08/2026
TRX-2026-00722,Hoàng Minh Phúc,0994618914,Shopee,1530000,01/08/2026
TRX-2026-00723,Huỳnh Quang Khánh,0925248675,Lazada,2500000,01/08/2026
TRX-2026-00724,Bùi Anh Vinh,0986213029,Tiki,6322000,09/08/2026
TRX-2026-00715,ĐỖ ĐỨC TRANG,0911306789,Lazada,7596000,03/08/2026
TRX-2026-00726,Hồ Quang Bình,963067598,TikTok Shop,7821000,07/08/2026
TRX-2026-00727,Bùi Hoài Em,0958464719,Tiki,2625000,10/08/2026
TRX-2026-00728,   dương văn khánh  ,0997.829.666,TikTok Shop,6613000,04/08/2026
TRX-2026-00729,Hồ Thành Em,0914 857 194,Tiki,2729000,08/08/2026
TRX-2026-00730,PHẠM HOÀI QUÂN,0946911230,Cửa Hàng Trực Tiếp,1293000,01/08/2026
TRX-2026-00731,Dương Minh Cường,0947099327,Shopee,4818000,02/08/2026
TRX-2026-00732,Phạm Văn Giang,979887673,Tiki,5894000,10/08/2026
TRX-2026-00733,Đặng Anh Hương,0922240041,Shopee,2721000,05/08/2026
TRX-2026-00734,Đặng Minh Linh,0918537058,Tiki,3191000,02/08/2026
TRX-2026-00735,   huỳnh văn khánh  ,0992848869,Tiki,2645000,07/08/2026
TRX-2026-00736,Vũ Xuân Vinh,0917.066.318,Shopee,8170000,01/08/2026
TRX-2026-00737,Hồ Anh Bình,0965440539,Shopee,2834000,03/08/2026
TRX-2026-00738,Phạm Quang Bình,946447286,Lazada,3306000,07/08/2026
TRX-2026-00739,Hoàng Minh Uyên,0979487920,Tiki,3577000,05/08/2026
TRX-2026-00740,HUỲNH MINH PHÚC,0919823523,Lazada,7961000,07/08/2026
TRX-2026-00741,Phan Xuân Em,0931789520,Cửa Hàng Trực Tiếp,5710000,02/08/2026
TRX-2026-00742,   đỗ minh quân  ,0942684772,Shopee,4693000,09/08/2026
TRX-2026-00743,Võ Thị An,0936214442,Lazada,1300000,03/08/2026
TRX-2026-00744,Đặng Xuân Uyên,993318899,TikTok Shop,5006000,06/08/2026
TRX-2026-00745,ĐỖ XUÂN HƯƠNG,0980009672,Facebook Ads,3824000,06/08/2026
TRX-2026-00746,Ngô Văn Sơn,0940046427,Cửa Hàng Trực Tiếp,6118000,06/08/2026
TRX-2026-00747,Huỳnh Hoài Phúc,0922 265 421,Cửa Hàng Trực Tiếp,6183000,05/08/2026
TRX-2026-00748,Phạm Quang Vinh,0998004118,Facebook Ads,7699000,02/08/2026
TRX-2026-00749,   đặng văn hải  ,0965982309,Shopee,1668000,01/08/2026
TRX-2026-00406,ĐẶNG THỊ TÂM,995474996,Shopee,0,08/08/2026
TRX-2026-00751,Lê Minh Em,0959525491,Cửa Hàng Trực Tiếp,7889000,04/08/2026
TRX-2026-00752,Huỳnh Thanh Sơn,0959.990.670,Cửa Hàng Trực Tiếp,2099000,04/08/2026
TRX-2026-00753,Phạm Thanh Vinh,0997941224,Facebook Ads,7665000,03/08/2026
TRX-2026-00754,Phạm Thị Uyên,0945001559,Shopee,351000,10/08/2026
TRX-2026-00755,NGUYỄN THANH NAM,0919334963,Cửa Hàng Trực Tiếp,6793000,06/08/2026
TRX-2026-00756,   trần thanh an  ,952160564,Shopee,8486000,03/08/2026
TRX-2026-00757,Nguyễn Hồng Hương,0941143935,Lazada,7313000,05/08/2026
TRX-2026-00758,Võ Xuân Bình,0932802266,Shopee,6855000,03/08/2026
TRX-2026-00759,Võ Minh Khánh,0944887611,Cửa Hàng Trực Tiếp,7235000,10/08/2026
,ĐẶNG ANH HƯƠNG,0988.585.133,Shopee,1136000,06/08/2026
TRX-2026-00761,Nguyễn Ngọc Quân,0973850356,Tiki,2897000,03/08/2026
TRX-2026-00762,Hồ Hoài Uyên,948960210,Cửa Hàng Trực Tiếp,7947000,05/08/2026
TRX-2026-00763,   đặng văn nam  ,0957312369,Website,6617000,05/08/2026
TRX-2026-00764,Lê Anh Cường,0999060596,Cửa Hàng Trực Tiếp,5542000,04/08/2026
TRX-2026-00765,HUỲNH ANH LINH,0927 689 603,Shopee,7842000,05/08/2026
TRX-2026-00766,Trần Anh Phúc,0954850181,Website,6374000,03/08/2026
TRX-2026-00767,Phạm Thanh Dũng,0942593702,TikTok Shop,167000,09/08/2026
TRX-2026-00768,Bùi Xuân Sơn,999528735,Facebook Ads,6836000,01/08/2026
TRX-2026-00769,Võ Hoài Bình,0975335654,Lazada,6374000,01/08/2026
TRX-2026-00770,   hoàng văn dũng  ,0981201072,Shopee,-500000,01/08/2026
TRX-2026-00771,Đặng Anh An,0962773011,Website,5071000,02/08/2026
TRX-2026-00772,Đỗ Văn Quân,0987812684,Lazada,7122000,02/08/2026
TRX-2026-00773,Phạm Quang Uyên,0960849440,Tiki,3217000,05/08/2026
TRX-2026-00774,Hồ Hồng Phúc,940380054,Shopee,3483000,09/08/2026
TRX-2026-00262,NGÔ THỊ HƯƠNG,0921058399,Website,4782000,01/08/2026
TRX-2026-00776,Đỗ Anh Quân,0935.869.397,TikTok Shop,1533000,05/08/2026
TRX-2026-00777,   phan thị trang  ,0957789850,Facebook Ads,5600000,01/08/2026
TRX-2026-00778,Đặng Ngọc Vinh,0913199826,Lazada,7143000,02/08/2026
TRX-2026-00779,Vũ Thành Khánh,0985001451,Cửa Hàng Trực Tiếp,2215000,05/08/2026
TRX-2026-00780,LÊ THỊ GIANG,960733957,Tiki,4396000,02/08/2026
TRX-2026-00781,Bùi Ngọc Sơn,0923755032,Website,1233000,09/08/2026
TRX-2026-00782,Hồ Quang Hải,0993863858,TikTok Shop,3484000,04/08/2026
TRX-2026-00783,Hồ Hồng Sơn,0982 671 693,Shopee,5077000,10/08/2026
TRX-2026-00784,   nguyễn hoài vinh  ,0942.900.411,TikTok Shop,1779000,05/08/2026
TRX-2026-00785,VÕ QUANG NAM,0954671674,TikTok Shop,5630000,10/08/2026
TRX-2026-00786,Đỗ Văn Trang,968702788,Lazada,3212000,03/08/2026
TRX-2026-00787,Ngô Anh Tâm,0986536167,Website,1049000,07/08/2026
TRX-2026-00788,Lê Xuân Linh,0986529360,Facebook Ads,4597000,01/08/2026
TRX-2026-00789,Đặng Văn Nam,0918969547,Tiki,1835000,03/08/2026
TRX-2026-00790,VÕ XUÂN GIANG,0937015073,Facebook Ads,5746000,10/08/2026
TRX-2026-00791,   bùi văn an  ,0911274566,Website,8194000,01/08/2026
TRX-2026-00792,Đỗ Thành Bình,943862816,Shopee,7801000,03/08/2026
TRX-2026-00793,Bùi Thị Hải,0989559992,Shopee,6696000,05/08/2026
TRX-2026-00794,Nguyễn Hoài Giang,0952088187,TikTok Shop,6765000,05/08/2026
TRX-2026-00795,HOÀNG THỊ VINH,0936173903,Lazada,246000,06/08/2026
TRX-2026-00796,Huỳnh Xuân An,0945691720,Cửa Hàng Trực Tiếp,4284000,08/08/2026
TRX-2026-00797,Phạm Đức Hải,0978289740,Tiki,1822000,10/08/2026
TRX-2026-00798,   hồ hoài hương  ,962005512,Website,7017000,04/08/2026
TRX-2026-00799,Võ Thị Uyên,0935681810,TikTok Shop,7043000,02/08/2026
,ĐỖ HỒNG CƯỜNG,0912.239.282,Website,0,02/08/2026
TRX-2026-00801,Đặng Minh Tâm,0980 323 085,Website,161000,05/08/2026
TRX-2026-00802,Vũ Thị Linh,0931741588,Lazada,4528000,01/08/2026
TRX-2026-00803,Ngô Thành Cường,0981364589,Tiki,1195000,03/08/2026
TRX-2026-00804,Dương Ngọc Tâm,954781412,Tiki,6192000,10/08/2026
TRX-2026-00805,   hoàng hoài vinh  ,0985371985,Tiki,6219000,02/08/2026
TRX-2026-00806,Võ Hoài Vinh,0977480900,Lazada,7903000,02/08/2026
TRX-2026-00807,Ngô Thanh Hải,0955532746,TikTok Shop,7253000,06/08/2026
TRX-2026-00808,Đỗ Thị Uyên,0952.074.888,Website,7164000,02/08/2026
TRX-2026-00809,Lê Thị Giang,0921696902,TikTok Shop,4626000,10/08/2026
TRX-2026-00810,ĐẶNG QUANG TÂM,963035977,Lazada,8045000,03/08/2026
TRX-2026-00811,Nguyễn Hoài Hải,0969083663,Tiki,643000,08/08/2026
TRX-2026-00812,   phạm thanh bình  ,0918427722,Cửa Hàng Trực Tiếp,7268000,05/08/2026
TRX-2026-00813,Lê Quang Hương,0957026973,Lazada,340000,06/08/2026
TRX-2026-00814,Trần Thanh Hương,0931080627,TikTok Shop,7911000,10/08/2026
TRX-2026-00815,HOÀNG ĐỨC KHÁNH,0923690828,TikTok Shop,4927000,06/08/2026
TRX-2026-00816,Vũ Đức An,922150126,Website,2570000,08/08/2026
TRX-2026-00817,Phạm Thành Trang,0948330973,Cửa Hàng Trực Tiếp,7864000,06/08/2026
TRX-2026-00818,Đỗ Thanh Quân,0954459577,Shopee,5537000,09/08/2026
TRX-2026-00819,   vũ hồng quân  ,0948 830 081,Lazada,4555000,10/08/2026
TRX-2026-00820,VÕ THANH BÌNH,0986421680,Facebook Ads,3742000,08/08/2026
TRX-2026-00821,Huỳnh Thị Dũng,0996467497,Tiki,1738000,10/08/2026
TRX-2026-00822,Ngô Xuân Vinh,931382304,Shopee,3610000,08/08/2026
TRX-2026-00823,Nguyễn Hồng Giang,0982485245,Cửa Hàng Trực Tiếp,5258000,05/08/2026
TRX-2026-00824,Đặng Thành An,0957.312.761,Website,5451000,07/08/2026
TRX-2026-00808,VŨ QUANG HẢI,0946289685,TikTok Shop,8349000,03/08/2026
TRX-2026-00826,   lê quang uyên  ,0954300153,Cửa Hàng Trực Tiếp,7480000,10/08/2026
TRX-2026-00827,Đặng Quang Linh,0993899746,Website,5439000,10/08/2026
TRX-2026-00828,Phan Đức An,964147434,Tiki,8488000,08/08/2026
TRX-2026-00829,Dương Anh Phúc,0993456285,Lazada,6996000,10/08/2026
TRX-2026-00830,NGÔ THANH QUÂN,0935246775,TikTok Shop,4625000,07/08/2026
TRX-2026-00831,Phan Quang An,0975304329,Cửa Hàng Trực Tiếp,4963000,10/08/2026
TRX-2026-00832,Đặng Anh Vinh,0947.918.707,Shopee,285000,03/08/2026
TRX-2026-00833,   phạm thành tâm  ,0924099504,Tiki,7776000,10/08/2026
TRX-2026-00834,Bùi Xuân Giang,957265012,Lazada,2584000,05/08/2026
TRX-2026-00835,PHAN QUANG KHÁNH,0964950434,Website,2530000,09/08/2026
TRX-2026-00836,Võ Thành Dũng,0939429868,Lazada,2206000,01/08/2026
TRX-2026-00837,Lê Văn Em,0918 059 435,Tiki,3160000,08/08/2026
TRX-2026-00838,Bùi Hoài Quân,0978142953,Shopee,4246000,02/08/2026
TRX-2026-00839,Nguyễn Anh Cường,0936963398,Facebook Ads,2536000,05/08/2026
,   đỗ ngọc khánh  ,919871388,Shopee,-500000,01/08/2026
TRX-2026-00841,Lê Quang Nam,0915199843,Facebook Ads,4271000,06/08/2026
TRX-2026-00842,Huỳnh Quang Em,0924906388,TikTok Shop,3002000,10/08/2026
TRX-2026-00843,Lê Anh Giang,0959271263,Facebook Ads,2298000,08/08/2026
TRX-2026-00844,Võ Thanh Phúc,0988794752,Cửa Hàng Trực Tiếp,2681000,02/08/2026
TRX-2026-00845,LÊ THÀNH BÌNH,0943063787,Facebook Ads,7350000,03/08/2026
TRX-2026-00846,Hồ Thành Em,984925954,Lazada,2707000,07/08/2026
TRX-2026-00847,   lê hồng trang  ,0995149524,TikTok Shop,8357000,03/08/2026
TRX-2026-00848,Lê Anh Cường,0923.461.954,Shopee,7246000,04/08/2026
TRX-2026-00849,Lê Thanh Nam,0970093911,Cửa Hàng Trực Tiếp,5749000,08/08/2026
TRX-2026-00167,NGÔ XUÂN TÂM,0933785232,Lazada,0,09/08/2026
TRX-2026-00851,Trần Hoài Em,0919212165,Facebook Ads,798000,08/08/2026
TRX-2026-00852,Vũ Hồng Hương,949967858,Website,6954000,08/08/2026
TRX-2026-00853,Phạm Đức Phúc,0949033190,Lazada,1357000,09/08/2026
TRX-2026-00854,   vũ quang sơn  ,0926892122,TikTok Shop,5058000,07/08/2026
TRX-2026-00855,HUỲNH ĐỨC SƠN,0948 414 947,TikTok Shop,5572000,07/08/2026
TRX-2026-00856,Lê Đức Giang,0961.061.308,Website,1950000,06/08/2026
TRX-2026-00857,Ngô Ngọc Trang,0964885466,Cửa Hàng Trực Tiếp,6948000,03/08/2026
TRX-2026-00858,Võ Thành Phúc,981766084,Website,7898000,03/08/2026
TRX-2026-00859,Võ Quang Giang,0943717202,Tiki,1568000,06/08/2026
TRX-2026-00860,TRẦN THỊ PHÚC,0964885278,Tiki,3294000,04/08/2026
TRX-2026-00861,   vũ minh bình  ,0949157349,Shopee,4485000,10/08/2026
TRX-2026-00862,Trần Đức Dũng,0971327074,Cửa Hàng Trực Tiếp,6132000,01/08/2026
TRX-2026-00863,Nguyễn Xuân Vinh,0931112005,TikTok Shop,874000,01/08/2026
TRX-2026-00864,Võ Thành Hải,960503385,Shopee,5514000,06/08/2026
TRX-2026-00865,ĐẶNG VĂN TRANG,0962646465,Website,7613000,01/08/2026
TRX-2026-00866,Hồ Văn Linh,0930573469,Cửa Hàng Trực Tiếp,4014000,09/08/2026
TRX-2026-00867,Võ Hồng Linh,0934363278,Cửa Hàng Trực Tiếp,4950000,09/08/2026
TRX-2026-00868,   lê đức an  ,0977505184,Facebook Ads,2112000,06/08/2026
TRX-2026-00869,Võ Thị Phúc,0989975735,Website,2638000,09/08/2026
TRX-2026-00870,PHẠM XUÂN CƯỜNG,975900527,Website,5956000,05/08/2026
TRX-2026-00871,Ngô Anh Trang,0971982198,Shopee,6932000,02/08/2026
TRX-2026-00872,Nguyễn Văn Linh,0935.958.605,Lazada,973000,03/08/2026
TRX-2026-00873,Phan Quang Khánh,0954 822 638,Website,7417000,02/08/2026
TRX-2026-00874,Dương Đức Uyên,0917476256,TikTok Shop,7963000,07/08/2026
TRX-2026-00004,   đỗ quang hải  ,0998437365,Website,2487000,07/08/2026
TRX-2026-00876,Ngô Anh Em,951687975,Cửa Hàng Trực Tiếp,7526000,02/08/2026
TRX-2026-00877,Đỗ Hoài Giang,0943111455,Shopee,7128000,02/08/2026
TRX-2026-00878,Phạm Anh Tâm,0975052649,Lazada,412000,03/08/2026
TRX-2026-00879,Võ Văn Dũng,0949500949,Lazada,4561000,08/08/2026
,LÊ THANH PHÚC,0922.814.823,Website,280000,04/08/2026
TRX-2026-00881,Đỗ Thanh Phúc,0924392839,TikTok Shop,4967000,01/08/2026
TRX-2026-00882,   nguyễn xuân phúc  ,965600192,Shopee,8087000,07/08/2026
TRX-2026-00883,Huỳnh Thành Vinh,0947866942,Shopee,5449000,07/08/2026
TRX-2026-00884,Ngô Đức Hải,0922194785,Tiki,3352000,08/08/2026
TRX-2026-00885,ĐẶNG MINH LINH,0999197736,Cửa Hàng Trực Tiếp,6442000,08/08/2026
TRX-2026-00886,Ngô Đức Sơn,0950615671,Facebook Ads,1339000,10/08/2026
TRX-2026-00887,Phan Anh Dũng,0972317615,Lazada,1480000,01/08/2026
TRX-2026-00888,Ngô Xuân Cường,978839435,Tiki,5275000,10/08/2026
TRX-2026-00889,   nguyễn ngọc an  ,0947417186,TikTok Shop,2575000,01/08/2026
TRX-2026-00890,BÙI MINH PHÚC,0931711124,Shopee,5582000,06/08/2026
TRX-2026-00891,Hồ Thị Cường,0925 662 401,Cửa Hàng Trực Tiếp,4828000,01/08/2026
TRX-2026-00892,Hồ Minh Nam,0965874261,TikTok Shop,6511000,02/08/2026
TRX-2026-00893,Phạm Minh Hương,0956386731,Facebook Ads,4222000,01/08/2026
TRX-2026-00894,Hồ Thành Phúc,937178265,Website,1569000,02/08/2026
TRX-2026-00895,BÙI HỒNG BÌNH,0922759744,Lazada,8189000,10/08/2026
TRX-2026-00896,   nguyễn hồng an  ,0974.701.808,Lazada,7729000,03/08/2026
TRX-2026-00897,Ngô Ngọc Nam,0963510401,Tiki,3919000,07/08/2026
TRX-2026-00898,Hồ Thanh An,0976083392,Tiki,3569000,07/08/2026
TRX-2026-00899,Phan Hoài Trang,0974372791,Website,6668000,06/08/2026
TRX-2026-00449,HOÀNG HOÀI UYÊN,929148801,Lazada,0,03/08/2026
TRX-2026-00901,Bùi Xuân Tâm,0954043711,Facebook Ads,4081000,10/08/2026
TRX-2026-00902,Dương Quang Phúc,0924395524,Cửa Hàng Trực Tiếp,3612000,03/08/2026
TRX-2026-00903,   vũ minh dũng  ,0916389533,Facebook Ads,5830000,05/08/2026
TRX-2026-00904,Lê Ngọc Trang,0935.718.910,Cửa Hàng Trực Tiếp,8210000,09/08/2026
TRX-2026-00905,LÊ VĂN LINH,0977573541,Cửa Hàng Trực Tiếp,1094000,03/08/2026
TRX-2026-00906,Bùi Quang Trang,976879641,Facebook Ads,2989000,04/08/2026
TRX-2026-00907,Hoàng Thanh An,0954625391,Shopee,2010000,01/08/2026
TRX-2026-00908,Phan Hồng Cường,0969840802,Lazada,8358000,07/08/2026
TRX-2026-00909,Phan Hồng Cường,0970 261 186,TikTok Shop,6947000,10/08/2026
TRX-2026-00910,   trần thành dũng  ,0998505578,Cửa Hàng Trực Tiếp,-500000,01/08/2026
TRX-2026-00911,Võ Anh Tâm,0996325316,Facebook Ads,7128000,04/08/2026
TRX-2026-00912,Đặng Hồng An,910404030,Website,1362000,04/08/2026
TRX-2026-00913,Phạm Ngọc Trang,0935786497,Lazada,5800000,08/08/2026
TRX-2026-00914,Nguyễn Ngọc Hải,0972485729,Website,5409000,10/08/2026
TRX-2026-00915,HUỲNH VĂN NAM,0919327672,Lazada,3830000,02/08/2026
TRX-2026-00916,Nguyễn Ngọc Nam,0949914409,Lazada,8280000,09/08/2026
TRX-2026-00917,   huỳnh hoài trang  ,0946537815,Lazada,4787000,08/08/2026
TRX-2026-00918,Hoàng Thanh Tâm,959507990,Website,7357000,10/08/2026
